revolving,age,nbr_30_59_days_past_due_not_worse,debt_ratio,monthly_income,nbr_open_credits_and_loans,nbr_90_days_late,nbr_real_estate_loans_or_lines,nbr_60_89_days_past_due_not_worse,dependents
0.9999999,61,2,0.702710414,3504.0,3,3,1,0,2.0
0.592346914,39,2,1.125308744,6072.0,8,0,2,0,1.0
0.000666637,47,0,0.11798689,9000.0,4,0,1,0,2.0
0.634920635,44,1,0.30345801,2833.0,5,4,0,0,2.0
0.071114838,46,0,0.395168387,12500.0,16,0,3,0,0.0
0.131507805,40,0,0.111688831,10000.0,9,0,0,0,0.0
0.117944142,69,0,0.29597831,4425.0,8,0,1,0,0.0
0.29264536,57,0,0.205927884,26484.0,11,0,2,0,3.0
0.034484152,44,0,0.114104223,8500.0,5,0,1,0,2.0
0.863787375,32,0,0.160384924,2493.0,2,0,0,0,0.0
0.095287111,64,0,0.307816603,4950.0,5,0,1,0,0.0
0.112719752,24,0,0.548725637,2000.0,6,0,1,0,1.0
0.099626551,29,0,0.261684579,4000.0,4,0,1,0,0.0
1.248751249,33,0,0.175120326,2700.0,3,2,0,0,0.0
0.964688364,46,3,0.354445635,7467.0,6,2,1,0,0.0
0.332712149,39,0,0.308034473,7193.0,13,0,1,0,2.0
1.263473054,37,1,0.335584977,3700.0,6,2,1,5,1.0
0.059696997,44,0,0.058224986,5306.0,7,0,0,0,2.0
0.004019273,70,0,0.137667888,3275.0,10,0,1,0,0.0
0.9999999,58,0,0.393681652,3291.0,8,0,0,0,0.0
0.474513137,39,0,0.288894814,7500.0,7,0,1,0,3.0
0.644157056,37,1,0.35164076,5789.0,10,0,1,1,2.0
0.44658856,43,3,0.060949817,5200.0,10,1,0,0,2.0
0.01355298,56,0,0.160328513,5600.0,6,0,1,0,0.0
0.976242109,40,0,0.636030122,5178.0,9,0,1,0,3.0
0.09155638,57,0,0.234553089,5000.0,6,0,1,0,0.0
0.273012729,51,0,0.435100548,5469.0,10,1,1,1,0.0
0.373447898,50,4,0.428424921,11700.0,20,0,2,0,1.0
0.000186911,42,0,0.314801268,4100.0,10,0,0,0,1.0
0.653056973,53,0,0.06841612,3200.0,6,0,0,0,0.0
0.254191017,60,1,0.600395928,3535.0,15,1,2,1,0.0
1.091290871,40,2,0.18930547,21150.0,4,0,1,1,3.0
0.011492932,43,0,0.205358928,5000.0,3,0,1,0,0.0
0.478154724,59,0,0.304179567,3875.0,8,0,0,0,1.0
0.022149513,46,0,1.047492085,6000.0,19,0,4,0,1.0
0.9999999,63,0,0.182963929,2300.0,3,0,0,0,0.0
0.516375906,64,0,0.71813775,9901.0,22,0,5,0,0.0
0.289835888,49,1,0.423322085,2666.0,8,0,0,0,0.0
0.466715481,74,2,0.711536058,8000.0,20,0,1,0,0.0
0.373717172,45,0,0.792004997,1600.0,21,0,0,0,0.0
0.788673071,51,0,0.633749098,9700.0,11,0,5,0,2.0
0.051277949,43,0,0.183549577,8400.0,5,0,1,0,0.0
0.086694575,42,0,0.187322012,9480.0,7,0,1,0,2.0
0.014586247,74,0,0.007620452,4067.0,6,0,0,0,0.0
0.960537958,50,1,0.381843295,7963.0,5,6,1,2,3.0
0.495929751,43,2,1.136114733,3834.0,17,0,2,0,2.0
0.165407637,54,0,0.260676779,4284.0,16,0,1,0,3.0
0.030923544,42,0,0.548090382,5000.0,13,0,3,0,3.0
0.041612509,48,0,0.395288889,11249.0,16,0,2,0,3.0
0.989600416,62,4,1.247322066,4200.0,8,0,1,0,0.0
0.952210325,44,0,0.203567141,5830.0,6,0,0,0,2.0
0.378316667,36,0,0.3956123,11121.0,11,0,1,0,1.0
0.0,86,1,0.045349731,1300.0,3,0,0,0,0.0
0.205867494,51,0,0.459021315,3330.0,6,0,1,0,0.0
1.388611389,27,0,0.036021023,7800.0,3,0,0,1,0.0
0.084830918,40,0,0.89020671,2950.0,7,0,3,0,1.0
0.487586383,32,3,0.376897445,2700.0,9,2,0,3,0.0
0.031440572,77,0,0.336426172,6250.0,9,0,1,0,0.0
0.573740372,52,0,0.096975756,4000.0,2,0,0,1,0.0
0.9999999,26,0,0.054141601,2160.0,2,0,0,0,0.0
0.660820641,47,2,0.36129319,9000.0,9,0,2,0,1.0
0.888119954,43,0,0.157022548,3680.0,5,0,0,0,2.0
0.9999999,49,0,0.99448466,2900.0,6,0,2,0,0.0
0.767116442,52,1,0.721561969,5300.0,12,3,2,4,1.0
1.148810777,62,2,0.34579188,7437.0,9,1,1,2,2.0
0.9999999,32,0,0.083029862,1372.0,2,2,0,1,0.0
0.932097082,32,0,1.320415225,1444.0,7,0,2,0,0.0
0.074548564,80,0,0.010544496,11000.0,5,0,0,0,0.0
0.007526679,58,0,0.124092201,9500.0,11,0,1,0,0.0
0.037428845,61,0,0.369997384,7645.0,9,0,2,0,0.0
0.440495081,61,0,0.550336826,5343.0,7,0,2,0,0.0
0.022527452,55,0,0.455171635,8855.0,11,0,4,0,0.0
0.982110912,47,0,0.01336675,1196.0,1,0,0,0,0.0
0.553228305,34,0,0.752618549,5250.0,10,0,3,0,0.0
0.206852876,38,1,0.417880023,3433.0,5,0,1,1,2.0
0.578466889,46,0,0.762662202,7166.0,12,0,3,0,0.0
0.023460787,53,0,0.471168831,9624.0,7,1,3,0,0.0
1.001142776,53,2,1.270486342,1500.0,5,3,2,1,2.0
0.549745025,58,0,0.028270988,5800.0,2,0,0,0,0.0
0.05252633,77,0,0.273087071,2273.0,9,0,0,0,0.0
0.9999999,52,0,0.378046579,5538.0,4,0,2,0,0.0
0.550612274,40,1,0.166232262,17264.0,5,0,1,0,1.0
0.035901563,37,0,0.602535967,4100.0,6,0,2,0,0.0
0.048301202,54,0,0.005140738,11865.0,7,0,0,0,0.0
0.32733668,43,0,0.521534176,14000.0,10,0,2,0,3.0
0.691191312,44,0,0.72510332,7500.0,20,0,4,0,5.0
0.8001998,32,0,0.659817352,2189.0,4,2,0,2,1.0
1.065754866,53,2,0.197240443,8841.0,13,0,1,0,2.0
0.095623459,37,0,1486.0,0.0,3,0,2,0,3.0
1.295352324,28,5,0.285211268,4259.0,12,0,0,2,2.0
0.9999999,34,1,0.894105894,1000.0,1,0,1,0,3.0
0.009467631,71,0,0.238921306,6340.0,15,0,2,0,0.0
0.384233898,32,0,0.453429223,5700.0,8,0,1,0,2.0
1.09611658,30,1,0.197319719,7834.0,18,2,0,0,2.0
0.9999999,43,0,0.649199148,10800.0,8,0,2,0,0.0
0.011969198,62,0,1337.0,0.0,9,0,1,0,0.0
0.448775612,31,0,0.139103113,3500.0,3,0,0,0,1.0
0.9999999,31,0,0.240567559,3100.0,1,0,0,2,0.0
0.040605643,63,0,0.173819412,6500.0,7,0,1,0,0.0
0.88270391,60,0,0.417732986,8830.0,5,0,1,0,0.0
0.784334105,35,0,0.451968105,7900.0,8,0,1,0,4.0
0.0,41,0,0.452283817,12500.0,11,0,4,0,2.0
0.050780023,41,0,0.359870898,1858.0,6,0,0,0,1.0
0.143781241,38,4,0.311217184,4189.0,7,0,0,2,3.0
0.099180164,31,0,0.008269344,1692.0,1,0,0,0,0.0
0.246203038,26,1,0.120432085,4350.0,4,2,0,0,1.0
0.771024905,50,1,0.350720659,8741.0,14,0,2,0,5.0
0.0,66,0,0.146713322,4000.0,8,0,0,0,0.0
0.048851418,53,0,0.030663746,10500.0,11,0,0,1,0.0
0.319131161,72,0,0.037362855,10116.0,4,0,0,0,0.0
0.68289638,23,0,0.005485087,2916.0,1,0,0,0,0.0
0.000666652,77,0,0.207919095,5833.0,7,0,1,0,0.0
0.886277896,35,0,1.25660557,4200.0,13,0,2,0,1.0
0.047726844,59,0,0.653707304,3600.0,3,0,1,1,0.0
0.437767424,32,0,0.74970344,5900.0,11,0,3,0,1.0
1.029362572,32,0,0.186052182,4100.0,5,6,0,0,3.0
0.19799175,31,1,0.133554695,5420.0,9,0,0,0,2.0
1.006086295,59,1,0.605421018,4500.0,6,2,1,2,0.0
0.832204979,54,5,0.535077487,6000.0,17,0,1,0,1.0
0.186362014,25,2,0.099950025,2000.0,5,0,0,3,0.0
0.0,51,0,0.301184433,6500.0,8,0,1,0,2.0
0.833383368,44,0,0.162730564,5800.0,4,0,0,2,4.0
0.744849184,27,0,0.324642127,5867.0,19,0,0,0,0.0
0.694820345,57,1,1.858451291,1200.0,15,0,1,0,0.0
0.0,58,0,0.018947864,16993.0,5,0,1,0,0.0
0.744962752,40,0,0.322178218,5049.0,5,0,1,0,3.0
0.414402174,63,1,0.003598561,2500.0,1,0,0,0,2.0
0.296279797,57,0,0.356989027,9750.0,18,0,4,0,3.0
0.054442764,34,0,0.49978185,4583.0,14,0,2,0,1.0
0.026134003,77,0,0.148528992,3500.0,9,0,1,0,0.0
0.9999999,79,0,0.33230498,2268.0,3,0,0,0,0.0
0.554196903,45,1,0.247145735,5955.0,14,1,1,1,2.0
0.251885634,28,1,0.284626368,2100.0,3,0,0,0,0.0
0.029316957,44,0,0.181109063,7050.0,12,0,2,0,0.0
0.024461978,50,0,0.193224799,6080.0,8,0,1,0,0.0
0.0,50,1,0.32016893,17521.0,9,0,2,0,3.0
0.513945853,57,0,0.538973051,20000.0,27,0,4,0,0.0
0.9999999,40,0,0.004218091,6400.0,1,1,0,0,3.0
0.038763777,49,0,0.394922764,8350.0,8,0,1,0,3.0
0.948268886,44,3,0.563185158,8300.0,9,0,2,0,3.0
0.9999999,30,2,0.220915842,1615.0,3,1,0,0,1.0
0.9999999,35,1,0.900911497,3400.0,6,0,2,0,0.0
0.028924598,59,4,0.319568043,10000.0,13,0,2,1,3.0
0.9999999,51,2,0.102388298,8750.0,4,0,0,0,1.0
0.0,66,0,0.321864595,900.0,4,0,0,0,0.0
0.956087824,38,2,0.324957167,1750.0,7,1,0,0,1.0
0.240537066,66,0,0.145516074,6500.0,4,0,1,0,0.0
0.60411027,39,2,0.139972006,5000.0,4,1,0,0,0.0
0.0,31,0,0.181586086,18800.0,7,0,1,0,0.0
0.124760567,28,0,0.841541756,1400.0,6,0,0,0,0.0
0.111958442,52,0,0.659680831,5200.0,12,0,2,0,0.0
0.754126846,47,0,0.065313779,5863.0,4,0,0,1,2.0
0.9999999,48,0,0.0,0.0,1,2,0,0,3.0
0.703227987,36,1,0.401616677,4700.0,7,0,1,0,3.0
0.807172946,55,5,0.332384699,11946.0,14,0,3,0,1.0
0.736344538,36,1,0.242413424,2800.0,5,0,0,0,2.0
0.43283074,61,0,0.658562257,9500.0,19,0,2,0,1.0
0.700670657,37,0,0.313614398,6000.0,12,0,0,0,0.0
0.9999999,27,0,0.035688794,1400.0,5,1,0,1,1.0
1.194023292,49,2,0.473293345,3500.0,3,3,1,1,3.0
0.9999999,29,0,0.182563542,3658.0,7,5,0,0,0.0
0.774228577,35,0,0.453888162,13000.0,11,0,4,0,1.0
0.855416086,48,0,0.362727597,2800.0,4,0,0,0,2.0
0.353181976,65,0,0.392800543,8833.0,16,0,2,0,0.0
0.013062435,43,0,0.73765247,5000.0,12,2,2,0,1.0
0.450215565,67,0,0.698281299,12683.0,30,0,8,0,0.0
0.113006052,58,0,0.031221855,3330.0,5,0,0,0,0.0
0.101898544,65,0,1.234809878,2550.0,13,0,2,0,0.0
0.9999999,47,1,0.313368549,12304.0,3,0,2,0,2.0
0.948525737,46,1,0.483556638,820.0,5,0,0,0,1.0
0.127510833,39,0,0.315296959,13250.0,15,0,2,0,2.0
0.570586472,44,2,0.925735504,3500.0,14,0,2,0,0.0
1.114628457,56,2,1.334486736,2600.0,6,1,1,1,0.0
0.672053527,52,0,1.285188108,3800.0,13,0,1,0,0.0
0.9999999,56,1,0.071418369,7000.0,3,3,0,1,0.0
0.9999999,24,0,0.117773019,1400.0,6,3,0,0,0.0
0.044810182,59,0,0.526723009,8400.0,26,0,4,0,1.0
1.103689631,27,0,0.121077889,5417.0,6,0,0,1,0.0
0.942926147,45,0,0.584648494,4181.0,10,0,1,0,3.0
0.959825486,54,0,0.234615385,6239.0,7,0,0,0,3.0
0.242557447,45,0,0.221955568,14583.0,12,0,1,0,0.0
1.11988012,25,1,0.10660744,1800.0,3,1,0,0,0.0
0.9999999,61,0,0.050619278,3713.0,2,0,0,0,0.0
0.9999999,58,6,3.972309396,5416.0,12,0,9,1,0.0
0.998527246,34,0,0.775836666,4750.0,11,0,2,0,0.0
0.9999999,67,0,1.499092559,550.0,3,0,1,1,0.0
0.774416406,57,2,0.509573542,4595.0,5,1,1,1,1.0
0.086996244,58,1,0.006096074,4100.0,3,0,0,0,0.0
0.358075055,72,0,0.314023068,11530.0,16,1,1,0,1.0
0.634920635,31,1,0.586592179,4116.0,14,0,3,0,0.0
0.339294728,55,3,0.042756075,3250.0,6,0,0,2,1.0
0.096028964,46,0,0.23482809,13000.0,9,0,1,0,2.0
0.257165711,63,0,0.046128501,3641.0,3,0,0,0,0.0
0.014999643,78,0,0.049081985,5500.0,5,0,1,0,0.0
0.515846562,42,0,2.270260747,2837.0,4,0,2,0,2.0
0.4959269,43,0,1090.5,1.0,10,0,2,0,2.0
0.121058596,71,0,0.312895701,3000.0,9,0,1,0,0.0
0.106627216,35,0,0.384661534,10000.0,7,0,2,0,2.0
0.940179638,66,0,0.306489729,5500.0,9,0,0,0,0.0
0.040253329,54,0,0.401668012,7433.0,12,0,1,0,2.0
0.016332789,48,2,1.71685543,1500.0,6,1,2,0,2.0
0.180512779,56,1,0.063349725,3456.0,8,0,0,0,1.0
0.870125542,37,0,0.18555052,3750.0,6,0,0,0,0.0
0.145073324,44,1,0.685263563,5197.0,8,0,2,2,3.0
0.964672555,40,3,0.382964747,13700.0,9,3,1,1,2.0
0.9999999,26,0,0.0,1200.0,0,0,0,0,0.0
0.997571775,33,0,0.808064136,4240.0,8,0,2,0,2.0
0.500304966,43,0,0.380252358,8162.0,12,0,1,0,2.0
0.056713803,63,1,0.285378525,8083.0,13,0,1,0,0.0
0.043489811,53,1,0.567656766,3029.0,11,0,1,0,1.0
0.980868025,42,5,0.415362898,8500.0,20,0,1,0,1.0
0.04112243,55,1,1.096903097,1000.0,8,0,1,0,1.0
0.9999999,56,3,0.817197134,6000.0,5,1,2,0,1.0
0.734144222,44,5,0.054945055,3275.0,3,1,0,0,0.0
0.196786816,42,0,0.132949364,4166.0,8,0,0,0,4.0
0.020323535,67,0,0.001999846,13000.0,4,0,0,0,0.0
0.677344917,38,3,0.24227835,13500.0,9,0,1,0,3.0
1.136863137,33,1,0.107204412,2900.0,2,3,0,1,0.0
0.9999999,59,3,0.279620063,6000.0,2,1,2,1,0.0
0.933396765,30,5,0.368481282,6116.0,7,0,2,1,1.0
0.111951157,49,0,0.055157753,8937.0,4,0,0,0,3.0
0.804688368,40,0,0.596314549,4666.0,19,0,1,0,0.0
0.74818359,69,1,0.269425631,18750.0,8,0,2,0,0.0
0.9999999,51,1,0.615943225,6058.0,8,0,2,1,0.0
0.430794677,55,0,0.119253831,1500.0,10,2,0,0,0.0
0.0,83,2,0.355328934,5000.0,6,0,1,0,0.0
0.9999999,34,1,0.389454209,1080.0,6,0,0,0,0.0
0.627193957,37,1,0.435176507,3200.0,5,0,1,1,2.0
0.831411239,46,0,0.432589825,9100.0,6,0,2,0,2.0
0.532074579,46,0,0.185552893,11683.0,7,0,2,0,3.0
0.011418986,43,1,0.347080878,5600.0,5,0,1,0,2.0
0.677122813,27,0,0.314946619,2247.0,4,0,0,0,3.0
0.081234806,49,0,0.289871013,10000.0,7,0,1,0,1.0
0.770871521,31,2,0.151744057,4500.0,5,0,0,0,1.0
0.560982576,56,0,2.854097268,1500.0,8,0,3,0,0.0
0.0,44,0,0.11945074,7500.0,2,0,1,0,0.0
0.0,63,1,0.288709901,7200.0,9,0,1,0,0.0
0.9999999,31,98,0.0,2200.0,0,98,0,98,3.0
0.578609494,47,0,0.697976129,1926.0,13,0,0,0,0.0
0.9999999,51,4,0.633182315,6400.0,6,0,2,0,0.0
0.22021111,53,0,0.360860137,11067.0,20,0,1,0,3.0
0.054165745,32,0,0.481502642,7000.0,9,0,2,0,0.0
0.334235166,42,0,0.367726455,5000.0,11,0,1,0,0.0
0.001949903,58,0,0.591449695,3110.0,4,0,1,0,0.0
0.655320302,56,0,0.210929156,5617.0,7,0,0,0,1.0
0.501188696,31,0,0.152967147,7700.0,17,0,0,0,0.0
0.984641229,60,1,0.339076792,4700.0,8,3,1,4,0.0
0.868536963,47,1,1.125312448,6000.0,11,0,2,0,1.0
0.025655677,38,0,0.475841386,3000.0,7,0,1,0,2.0
0.024031483,66,0,0.005386876,4083.0,2,0,0,0,0.0
0.24008282,53,0,0.04429557,10000.0,3,0,0,0,0.0
0.843665063,49,0,0.597076146,9507.0,12,0,2,0,0.0
0.0,64,0,0.0,6816.0,4,0,0,0,0.0
0.068676847,52,0,0.12355058,2500.0,2,0,0,0,2.0
1.035152827,39,0,0.9711511,3500.0,11,0,2,0,2.0
0.829074263,39,0,0.397341966,5868.0,10,0,1,0,2.0
0.754352698,35,0,0.563193768,5134.0,6,0,2,0,2.0
0.960803931,40,1,0.606922851,3408.0,23,1,0,0,2.0
0.012763404,81,0,0.007951534,2640.0,6,0,0,0,0.0
0.737003058,48,2,0.51206553,4516.0,8,0,1,0,2.0
0.9999999,24,0,0.016327891,3000.0,0,1,0,0,1.0
0.231777981,61,0,0.408276286,13000.0,13,0,3,1,0.0
0.881065151,46,3,1.103563189,3900.0,11,1,2,1,3.0
1.077230692,33,1,0.35171386,2683.0,7,0,0,0,0.0
0.664670659,35,3,0.237075121,3500.0,7,1,0,1,0.0
0.164780053,54,0,0.249947928,4800.0,11,0,0,0,3.0
0.042837823,75,0,0.473276991,8400.0,17,0,2,0,0.0
0.245455172,56,0,0.725298588,1841.0,10,0,1,0,0.0
0.0,77,0,0.438972353,11248.0,6,0,2,0,0.0
0.333275225,51,2,1.174329175,5850.0,18,0,3,0,2.0
0.091128763,62,0,0.460883664,7400.0,10,0,1,0,0.0
0.84002133,54,0,0.90477687,3181.0,10,0,3,0,0.0
0.296068459,50,0,0.283537014,14237.0,22,0,2,0,3.0
0.2228304,47,0,0.555744347,7650.0,18,0,4,0,2.0
0.771448514,33,0,0.266546691,5000.0,9,0,0,0,0.0
0.249669832,40,0,0.082897928,40000.0,9,0,1,0,0.0
0.244253669,35,1,0.088789853,5833.0,4,0,0,0,2.0
0.686832417,46,0,0.413457873,10491.0,9,0,2,0,2.0
0.941352882,25,1,0.511162946,3000.0,5,2,0,3,0.0
0.576297444,50,0,0.259204471,6083.0,8,0,0,1,3.0
0.89592098,33,0,0.35703848,4105.0,11,0,0,0,1.0
0.259175057,41,0,0.190972718,7000.0,7,0,0,0,0.0
0.146731947,51,1,0.767842053,13016.0,35,0,4,0,3.0
0.726047508,69,0,0.488911634,2930.0,12,0,0,0,0.0
0.021917968,60,0,0.106825834,9800.0,4,0,1,0,0.0
0.98760248,30,1,2.119850187,800.0,7,0,2,0,0.0
0.138976837,24,0,0.663824604,820.0,4,0,0,0,0.0
0.01959902,58,0,0.380458817,7235.0,9,0,1,0,0.0
0.059887591,57,0,0.630473298,3950.0,17,0,2,0,0.0
0.590530236,56,0,0.398861714,6500.0,7,0,2,0,0.0
0.76147208,46,0,0.494569902,5800.0,7,0,1,0,2.0
1.238451935,30,1,0.114647559,6000.0,5,0,0,1,0.0
0.620474407,41,0,0.003570518,3920.0,2,0,0,0,1.0
0.069353523,58,0,1435.0,1.0,9,0,1,0,0.0
0.657237937,43,0,0.542372881,5958.0,5,0,1,0,4.0
0.9999999,37,98,0.0,6000.0,0,98,0,98,1.0
0.854998868,47,3,0.728403113,23000.0,20,0,9,0,2.0
0.1151684,54,2,0.536848895,6200.0,11,0,2,1,2.0
0.942814444,49,0,0.588039234,10500.0,8,0,1,0,2.0
0.234707412,51,0,0.670241287,3356.0,16,0,2,0,0.0
0.272942745,65,0,0.712990937,5295.0,6,3,1,1,0.0
1.082572794,38,1,0.466350302,4635.0,6,1,0,1,4.0
0.439253607,50,1,0.340798281,12100.0,16,0,1,0,4.0
0.095495225,46,0,0.823578421,4800.0,6,0,2,0,0.0
0.886037827,42,4,0.952783789,5082.0,7,0,1,1,3.0
0.306322258,32,0,0.550387597,2708.0,10,0,1,0,0.0
0.820133511,47,3,0.594063728,16036.0,12,1,8,6,0.0
0.9999999,22,1,0.075949367,1500.0,2,0,0,1,0.0
0.02558673,42,0,0.192911205,5416.0,5,0,1,0,0.0
0.055738885,66,0,0.189216581,9866.0,3,0,1,0,1.0
0.23693539,62,0,0.55646444,4400.0,12,0,1,0,0.0
0.170367107,45,0,0.346446425,4600.0,11,0,0,1,3.0
0.9999999,50,0,0.319057816,1400.0,3,0,0,0,1.0
0.030445885,43,0,1421.0,0.0,3,0,1,0,0.0
0.915343915,24,0,0.304678129,2500.0,5,1,0,1,2.0
0.508252018,51,2,0.588766356,17500.0,12,0,4,0,0.0
0.363246347,61,0,0.128885657,5500.0,5,0,0,0,0.0
0.018807495,49,4,0.310032092,7166.0,11,0,2,2,2.0
0.9999999,44,1,0.658101356,1400.0,5,1,0,0,2.0
0.13579769,28,0,0.127264173,4250.0,3,0,0,0,0.0
0.044100303,49,0,0.013915547,2083.0,7,0,0,0,1.0
0.462276726,22,0,0.139930035,2000.0,4,0,0,0,0.0
0.032880478,59,0,1.394100778,2440.0,9,0,2,0,0.0
0.355103548,38,0,0.400505439,9100.0,7,0,2,0,0.0
1.191616766,62,3,0.182461987,4800.0,6,3,0,1,0.0
0.538073669,53,0,0.406379681,20000.0,9,0,1,1,1.0
0.9999999,27,1,0.108420351,4500.0,2,1,0,0,1.0
1.007984032,34,0,0.109396914,3564.0,2,0,0,0,1.0
0.025048245,56,0,0.008639309,4166.0,6,0,0,0,0.0
0.272599005,51,0,0.553915781,5081.0,10,0,2,0,0.0
0.859407305,43,0,0.216956683,2700.0,5,0,0,0,0.0
0.944378476,52,0,0.330809884,7000.0,6,0,1,0,1.0
0.110029945,45,1,0.142971406,5000.0,45,0,0,0,1.0
0.454031788,51,0,0.361793291,9568.0,11,0,2,0,1.0
0.142969056,44,0,0.292756656,8600.0,11,0,1,0,1.0
0.101265823,36,0,0.227738377,2537.0,9,2,0,0,1.0
0.083409941,74,0,0.58246715,10197.0,10,0,2,0,0.0
