revolving,age,nbr_30_59_days_past_due_not_worse,debt_ratio,monthly_income,nbr_open_credits_and_loans,nbr_90_days_late,nbr_real_estate_loans_or_lines,nbr_60_89_days_past_due_not_worse,dependents
0.48502994,31,0,0.074025116,3025.0,6,0,0,0,0.0
0.705709283,68,2,0.193403483,16250.0,10,0,2,0,1.0
0.258986886,67,0,0.549192811,3282.0,20,0,2,0,0.0
0.008690143,56,0,0.328863606,7382.0,14,0,2,0,0.0
1.019270391,39,0,0.270145423,5844.0,5,0,1,0,3.0
0.012524687,58,0,0.004052959,3700.0,3,0,0,0,0.0
0.20601216,66,0,0.475701194,3600.0,6,0,0,0,0.0
0.762389484,42,0,0.331687374,18833.0,15,0,2,0,0.0
0.045337046,65,0,0.214896392,6900.0,22,0,1,0,0.0
0.244383263,43,8,0.254182666,14583.0,14,0,3,0,2.0
0.011797332,60,0,0.164081835,12121.0,8,0,1,0,1.0
0.295036745,52,1,0.295940812,5000.0,6,0,1,0,0.0
0.115243785,58,0,0.337742023,7333.0,11,0,1,0,0.0
0.231209377,71,0,0.02274812,5450.0,3,0,0,0,1.0
0.127666746,67,0,0.156925623,29000.0,16,0,1,0,2.0
0.046105224,48,0,0.243079949,7116.0,12,0,2,0,0.0
0.012011967,63,0,0.467108978,7083.0,16,0,2,0,2.0
0.804783662,66,3,0.432837785,7600.0,11,0,1,0,0.0
0.319714166,42,0,0.352960894,8949.0,6,0,2,0,2.0
0.075470199,80,0,0.128099174,3871.0,6,0,1,0,0.0
0.014179121,34,0,0.003562055,5333.0,4,0,0,0,0.0
0.006571241,43,0,0.284599439,8200.0,6,0,1,0,1.0
0.9999999,30,0,0.0,2542.0,0,0,0,0,2.0
0.0,70,0,0.519695465,3020.0,4,0,1,0,0.0
0.140421216,50,0,0.413733906,9319.0,10,0,2,0,2.0
0.030702252,47,0,0.512697461,5000.0,3,0,1,0,2.0
0.0,30,0,0.079866889,3605.0,5,0,0,0,0.0
0.397512092,52,0,0.179539773,15600.0,16,0,2,0,4.0
0.0,56,0,0.0,6200.0,2,0,0,0,0.0
0.086172287,63,0,0.574820369,3200.0,13,0,1,0,0.0
0.350764924,50,0,0.269688645,2183.0,12,0,1,0,2.0
0.9999999,33,0,0.0,1647.0,0,0,0,0,1.0
0.458335858,42,0,0.612722824,2860.0,10,0,2,0,1.0
0.017117311,84,0,0.004516241,5756.0,5,0,0,0,0.0
0.9999999,37,0,0.131046931,2769.0,1,0,0,1,2.0
0.366185701,54,0,0.756097561,3771.0,11,0,1,0,1.0
0.245835236,54,1,0.471013445,6916.0,16,0,2,0,0.0
0.011943429,52,0,2.451097804,500.0,7,0,1,0,2.0
0.072570157,63,0,0.193838699,8666.0,10,0,1,0,0.0
0.128254674,62,0,0.000894333,88333.0,2,0,0,0,0.0
0.343393696,45,0,0.488355681,4250.0,7,0,1,0,4.0
0.063672585,47,0,0.388079679,12700.0,25,1,3,0,3.0
0.050264498,49,0,0.321540266,5115.0,6,0,1,0,2.0
0.02004082,85,2,0.119848771,2644.0,11,0,1,0,0.0
0.086745663,46,0,0.374275313,7416.0,11,0,1,0,1.0
0.030920698,27,0,0.085769666,6190.0,4,0,0,0,0.0
0.194001621,38,0,0.292284619,6000.0,7,0,1,0,0.0
0.134699406,56,3,0.538992892,9988.0,18,0,4,0,2.0
0.197040148,66,0,0.02082598,5665.0,1,0,0,0,0.0
0.142674919,51,0,0.314757913,55000.0,10,0,3,0,3.0
0.034910939,58,0,0.225677432,10000.0,14,0,0,0,1.0
0.009548342,42,0,0.298290874,3100.0,10,0,1,0,0.0
0.119539465,55,0,0.347124825,12833.0,22,0,3,0,1.0
0.065630892,31,0,0.162635688,5250.0,10,0,0,0,0.0
0.11590613,61,0,0.021476393,11500.0,9,0,0,0,0.0
0.133388093,62,0,0.472922973,2972.0,18,0,0,0,1.0
0.010873246,74,0,0.070041609,2883.0,7,0,0,0,0.0
0.300212692,63,0,0.329207921,6867.0,9,0,1,0,1.0
0.041988022,62,0,0.413062409,3444.0,11,0,2,0,1.0
0.382410361,70,1,0.410763667,4700.0,14,0,0,0,0.0
0.74195292,49,0,0.304185843,13688.0,5,0,1,0,5.0
0.591311433,64,0,0.906005222,1531.0,9,1,1,0,0.0
0.02322768,48,0,0.184714328,6685.0,13,0,0,0,0.0
0.704779854,30,0,0.84498094,2360.0,9,0,1,0,0.0
0.489441052,65,0,0.257541133,4375.0,9,0,1,0,0.0
0.091471835,57,0,0.189461131,13416.0,8,0,1,0,3.0
0.079452105,56,0,1.602465845,3000.0,9,0,3,0,0.0
0.712273118,63,1,0.5104985,7000.0,13,0,1,0,1.0
0.227262458,59,1,0.715138593,7034.0,34,0,2,0,1.0
0.068325742,47,0,0.004319654,4166.0,7,0,0,0,2.0
0.189360395,61,1,0.230908542,9938.0,6,0,1,0,0.0
0.110832512,69,0,0.601377625,9000.0,7,0,3,0,0.0
0.986154734,33,0,0.430101768,5600.0,9,0,1,0,0.0
0.009234757,60,0,0.152955622,5700.0,12,0,1,0,0.0
0.081127925,39,0,0.474682025,8333.0,5,0,3,0,2.0
0.0,47,0,0.102294885,6666.0,6,0,1,0,3.0
0.045512985,82,1,0.749779477,3400.0,10,0,1,0,1.0
0.732664267,39,0,0.449589148,7666.0,16,0,1,0,1.0
0.143343557,62,0,0.204338868,8250.0,8,0,1,0,2.0
0.042240369,51,0,0.362404177,9000.0,6,0,1,0,0.0
0.595743543,26,0,0.263176144,2883.0,4,0,0,0,1.0
0.083908483,35,0,0.654510557,3125.0,13,0,1,0,0.0
0.042006845,63,0,0.345480858,7600.0,15,0,2,0,0.0
0.04396605,58,0,0.008318669,6250.0,7,0,0,0,1.0
0.023954491,66,0,0.450509898,5000.0,16,0,1,0,0.0
0.339488402,54,0,1.080922341,4596.0,15,0,5,0,1.0
0.015789301,68,0,0.135811257,19666.0,10,0,2,0,1.0
0.663133687,41,1,0.266495287,4667.0,5,1,0,0,0.0
0.066897868,74,0,0.167666587,12500.0,10,0,1,0,1.0
0.9999999,22,98,0.0,201.0,0,98,0,98,0.0
0.0,48,1,0.319665907,2633.0,4,0,1,1,4.0
0.0,65,1,0.505936263,4800.0,12,0,1,0,0.0
0.75735672,32,0,0.381091212,2400.0,8,0,0,0,0.0
0.0,62,0,0.001537988,3250.0,8,0,0,0,1.0
0.055961108,51,0,0.333240145,3576.0,13,0,1,0,2.0
0.716271084,49,1,0.36042959,10800.0,9,0,2,0,2.0
0.968659873,43,0,0.073398784,2138.0,12,0,0,0,2.0
0.010965139,28,0,0.040456925,2100.0,5,0,0,0,0.0
0.522045519,64,1,0.343578211,4001.0,4,0,1,0,0.0
0.999762865,36,0,0.088588093,9086.0,4,0,0,0,0.0
0.859194619,52,2,0.434240886,6500.0,13,0,1,0,1.0
0.9999999,41,0,0.072239891,2200.0,4,1,0,0,1.0
0.00769923,65,0,0.779036827,6000.0,5,0,2,0,0.0
0.91372661,48,0,0.485232068,3317.0,4,0,1,0,0.0
0.001212121,62,0,1116.0,0.0,13,0,1,0,0.0
0.0,90,0,0.0,2500.0,3,0,0,0,1.0
0.106456549,48,0,2352.0,0.0,8,0,2,0,2.0
0.145312438,43,0,0.316210474,8000.0,12,0,2,0,1.0
0.091916323,51,1,0.358664134,10000.0,8,0,2,0,3.0
0.360571556,53,0,0.546388038,5550.0,17,0,1,0,0.0
0.390095248,33,0,0.432369038,3836.0,7,0,0,0,2.0
0.003308375,46,1,0.189393939,3035.0,13,0,1,0,5.0
1.032528856,61,6,0.350872335,3610.0,7,1,0,5,0.0
0.760863975,38,0,0.535178777,2600.0,5,0,1,0,3.0
0.0,33,0,0.173388487,2900.0,2,0,0,0,0.0
0.625282167,34,0,0.581344902,3687.0,10,0,1,0,1.0
0.195567036,40,0,0.313691508,7500.0,6,0,2,0,2.0
0.13291126,55,0,0.251687078,4000.0,9,0,1,0,0.0
0.027521977,62,0,0.049625954,13500.0,6,0,1,0,1.0
0.9999999,34,0,0.0,25384.0,0,0,0,0,3.0
0.078546073,31,1,0.019781145,2375.0,7,0,0,0,1.0
0.476198616,60,0,1.229872293,1800.0,8,0,1,0,0.0
0.419920658,47,2,0.444292081,8750.0,10,0,1,0,1.0
0.059575812,68,3,0.07357473,7787.0,8,0,1,0,0.0
0.9999999,79,0,0.088165788,5500.0,2,0,0,0,0.0
0.089852864,38,0,0.41998171,4373.0,7,0,1,0,2.0
0.071132428,51,0,0.423515297,5000.0,6,0,1,0,1.0
0.595095253,31,0,0.256379922,5916.0,7,0,2,0,0.0
0.681385611,47,0,0.422332721,9250.0,14,0,1,0,1.0
0.007459258,65,0,0.010291091,3400.0,5,0,0,0,0.0
0.00659978,82,0,0.333333333,4775.0,6,0,2,0,0.0
0.390034855,39,0,0.588162149,4020.0,10,0,0,0,0.0
0.000468735,42,0,0.19792631,5400.0,11,0,1,0,0.0
0.971675566,34,6,0.692307692,1000.0,14,0,0,0,1.0
0.541966772,66,0,0.52617801,9167.0,15,0,2,0,0.0
0.110444478,59,0,0.216811702,5400.0,4,0,1,0,1.0
0.46514758,54,0,0.436709545,9250.0,12,0,2,0,0.0
0.031851961,56,0,0.399307274,4041.0,9,0,1,0,1.0
0.326554979,32,1,0.265216385,8641.0,7,0,1,0,2.0
0.010060822,63,0,0.20499461,5565.0,11,0,1,0,0.0
0.9999999,63,0,0.28285205,14024.0,4,0,2,0,1.0
0.641143502,30,0,0.647741475,5600.0,6,0,2,0,0.0
0.0309271,61,2,2.70914311,9055.0,12,0,2,0,0.0
0.696114326,45,1,0.402376562,9761.0,9,0,1,0,2.0
0.09886447,60,0,0.196474599,12026.0,3,0,1,0,1.0
0.037883099,38,0,0.521227503,4333.0,5,0,2,0,2.0
0.012259767,57,0,0.288859711,9900.0,14,0,1,0,0.0
0.267997119,34,0,0.564833872,3400.0,10,0,1,0,0.0
0.467528939,53,0,0.908576814,1060.0,5,0,1,0,0.0
2.170965552,52,1,0.445726372,10400.0,18,0,1,0,1.0
0.846651914,48,0,0.437220465,9166.0,6,0,2,0,0.0
0.0,53,0,0.12158876,3700.0,5,0,0,0,2.0
0.097648892,61,0,0.042852245,2916.0,3,0,0,0,0.0
0.9999999,26,0,0.091387476,5700.0,4,0,0,0,2.0
0.27803186,53,0,0.485423645,8060.0,10,0,2,0,5.0
0.271060944,66,0,0.483739223,6610.0,20,0,2,0,1.0
0.547124146,40,0,0.121319069,9066.0,6,0,0,0,4.0
0.470473863,77,0,0.594669628,1800.0,8,0,2,0,0.0
0.014027648,69,0,0.074493927,4939.0,13,0,0,0,0.0
0.629852021,56,0,0.364786735,9166.0,13,0,1,0,1.0
0.980751604,57,0,0.184113093,5941.0,5,0,0,0,1.0
0.530148008,37,0,0.200149995,10666.0,15,0,2,0,1.0
0.004054739,75,0,0.001587582,5668.0,14,0,0,0,1.0
0.022883505,44,0,0.076769248,9000.0,8,0,1,0,0.0
0.0,42,0,0.382161282,7365.0,10,0,1,0,2.0
0.9999999,36,0,0.102965678,3000.0,1,0,0,0,2.0
0.115507263,29,0,0.382769538,6000.0,6,0,1,0,1.0
0.698670032,56,0,0.113653968,14200.0,9,0,1,0,3.0
0.0,56,0,0.0,0.0,1,0,0,0,1.0
0.147392601,36,0,0.246375332,9793.0,9,0,1,0,2.0
0.02200759,53,0,0.722,3499.0,7,0,1,0,0.0
0.750312422,27,0,0.064267352,4667.0,3,0,0,0,0.0
0.047798837,41,0,0.294672852,6250.0,16,0,2,0,0.0
0.001504648,71,0,0.353529234,3300.0,6,0,1,0,0.0
0.050117159,53,0,1237.0,0.0,10,0,1,0,0.0
0.004190092,57,2,0.733193703,14800.0,23,0,4,0,1.0
0.23068354,71,0,0.607886905,1343.0,10,0,0,0,0.0
0.134204117,55,0,0.308506309,4913.0,15,0,0,0,0.0
0.079846335,72,0,0.256941873,2700.0,13,0,1,0,0.0
0.006720021,57,0,0.132703145,5500.0,5,0,1,0,0.0
0.397362608,35,1,0.978104379,3333.0,17,0,1,0,2.0
0.0,44,0,0.36391049,6300.0,6,0,1,0,4.0
0.00540644,32,0,0.381514258,1016.0,8,0,0,0,0.0
0.0,80,0,0.0,5000.0,5,0,0,0,0.0
0.254763624,39,0,0.360161138,11666.0,7,0,1,0,1.0
0.62766349,72,0,0.305995148,8656.0,12,0,2,0,1.0
0.87111762,46,0,0.378593342,8800.0,5,0,1,0,1.0
0.495090855,60,0,0.201613737,9666.0,11,0,0,0,0.0
0.135376891,51,0,1.328268693,2500.0,6,0,1,0,2.0
0.153956043,79,0,0.23911553,5833.0,17,0,1,0,1.0
0.509920267,70,0,0.258089976,3800.0,4,0,0,0,0.0
0.042664131,41,0,0.104674833,28000.0,12,0,1,0,2.0
0.036969501,33,0,0.031566919,7000.0,9,0,0,0,0.0
0.040130658,66,0,0.003085362,5833.0,10,0,0,0,1.0
0.142530624,55,0,0.372209821,7167.0,6,0,2,0,2.0
0.031362448,61,0,0.326269213,4293.0,5,0,1,0,1.0
0.377750381,59,0,0.307956216,6120.0,14,0,2,0,2.0
0.0,50,0,0.0,7000.0,1,0,0,0,0.0
0.203192884,57,0,0.430250446,16250.0,16,0,2,0,0.0
0.477900884,69,1,0.378038898,12339.0,9,0,2,1,1.0
0.229008211,78,1,0.521153441,4750.0,19,0,2,1,0.0
0.03653341,32,0,0.17907917,7666.0,9,0,1,0,1.0
0.287092823,53,0,0.104563181,30000.0,8,0,1,0,4.0
0.575240261,48,0,0.367067468,5987.0,7,0,1,0,1.0
0.669452849,34,0,0.507854899,3500.0,8,0,1,0,0.0
0.020319812,88,0,0.042045768,7253.0,8,0,1,0,0.0
0.000407072,57,0,0.0,4236.0,6,0,0,0,0.0
1.002194988,59,0,0.710144928,5450.0,7,0,2,0,0.0
0.118786717,43,0,0.264911696,3000.0,5,0,0,0,1.0
0.178915219,37,0,0.032338188,62000.0,7,0,1,0,0.0
0.050539175,66,0,0.008947116,6258.0,4,0,0,0,0.0
0.6265776,52,0,0.480311191,8354.0,13,0,1,0,2.0
0.391753426,51,0,0.071232192,4000.0,2,0,0,0,0.0
0.0,68,0,0.278954528,10291.0,12,0,1,0,0.0
0.135866029,30,1,0.115372116,3076.0,9,0,0,0,0.0
0.0,62,0,1.058526012,13839.0,17,0,9,0,3.0
0.001436737,59,0,0.000499875,4000.0,21,0,0,0,0.0
0.086397524,61,0,0.782072642,3000.0,16,0,2,0,1.0
0.107052393,24,0,0.196383516,4755.0,4,0,0,0,1.0
0.749510959,68,0,0.805304576,3430.0,9,0,2,0,0.0
0.319178624,40,0,0.736661067,12500.0,10,0,3,0,1.0
0.791433974,35,0,0.53316913,6089.0,11,0,2,0,1.0
0.738798227,37,0,0.090326714,3121.0,3,0,0,0,1.0
0.092196335,44,0,0.757829731,6800.0,12,0,1,0,2.0
0.942459776,28,2,0.308694335,3300.0,17,0,0,0,0.0
0.013069682,71,0,0.451365756,3001.0,7,0,1,0,0.0
0.081562153,33,0,0.32407115,9500.0,12,0,2,0,0.0
0.057643046,59,0,0.159354901,10416.0,9,0,2,0,0.0
0.107495594,50,0,0.602118003,7270.0,6,0,4,0,0.0
206.0,25,1,0.085317082,5250.0,4,0,0,0,0.0
0.308775413,37,2,0.349023227,6500.0,14,0,1,0,2.0
0.0,61,0,0.47647616,9500.0,9,0,2,0,0.0
0.006071231,62,0,0.308276074,9750.0,10,0,2,0,2.0
0.052354612,49,0,0.506199173,7500.0,13,0,2,0,1.0
0.628391648,63,2,0.18497072,30566.0,16,0,2,1,1.0
1.047389856,46,0,0.504436945,8000.0,9,0,1,0,2.0
0.684136109,57,0,0.289375582,8583.0,8,0,1,0,1.0
0.078400085,54,0,0.315214519,11350.0,8,0,3,0,0.0
0.716614467,69,0,0.551089782,5000.0,6,0,1,0,0.0
0.760518622,66,0,0.63196252,3841.0,8,0,0,0,0.0
0.031993601,43,0,0.276436178,6666.0,8,0,2,0,0.0
0.063558162,47,0,0.4925015,5000.0,8,0,2,0,2.0
0.516479549,41,5,0.320289605,5800.0,12,0,1,1,1.0
0.157990028,44,0,0.031582882,5350.0,2,0,0,0,0.0
0.477079097,55,0,0.451140367,5392.0,14,0,1,0,2.0
0.080878614,78,0,0.080153588,8333.0,4,0,1,0,2.0
0.056125273,55,0,0.235568591,7500.0,22,0,1,0,0.0
0.002484811,82,0,0.00079984,5000.0,5,0,0,0,0.0
0.26108887,34,0,0.440869012,11000.0,16,0,2,0,2.0
0.086077902,53,0,0.519707011,8600.0,29,0,3,0,2.0
0.087269278,32,0,0.450645564,2400.0,8,0,1,0,0.0
0.587480982,28,0,2.656205421,700.0,5,0,1,0,0.0
0.743784428,63,1,1.052838272,2800.0,12,0,1,0,0.0
0.392927433,53,0,0.319174757,2471.0,9,0,1,0,0.0
0.9999999,34,0,0.208158368,5000.0,4,0,0,0,2.0
0.685976661,39,0,0.384740114,11100.0,9,0,2,0,2.0
0.913943406,38,1,0.65679677,5200.0,14,0,3,0,3.0
0.027520947,61,0,0.17131063,10658.0,10,0,1,0,0.0
0.9999999,32,0,0.00055991,1785.0,1,0,0,0,0.0
0.0,79,0,0.0,2300.0,1,0,0,0,2.0
0.510134226,42,0,0.977503749,6000.0,9,0,2,0,0.0
0.769607703,41,1,0.2051987,4000.0,12,0,0,0,0.0
0.029096275,42,1,0.152088345,9145.0,5,0,1,0,0.0
0.176727909,49,0,0.484112288,13500.0,6,0,1,0,2.0
0.032355315,32,0,0.137824328,4200.0,5,0,0,0,0.0
0.0,71,1,0.085076244,12000.0,11,0,2,0,2.0
0.237322721,57,1,0.443962216,11750.0,8,0,2,0,0.0
0.267850344,46,0,0.257574319,10528.0,10,0,2,0,3.0
0.0,61,0,0.283516653,13000.0,11,0,2,0,1.0
0.29658673,65,0,0.171569636,14582.0,9,0,2,0,0.0
0.013364531,68,0,0.397808219,3649.0,18,0,1,0,0.0
0.200309171,50,0,0.507131304,6800.0,11,0,2,0,0.0
0.005359786,74,0,0.123392423,2876.0,5,0,0,0,0.0
0.273242253,25,0,0.179727827,2130.0,4,0,0,0,0.0
0.000599983,37,0,0.502399774,7083.0,7,0,2,0,1.0
0.276392896,41,0,0.430109619,15416.0,10,0,2,0,2.0
0.481130657,48,0,1.37171418,2700.0,11,0,1,0,0.0
0.058085629,42,0,0.236680474,7000.0,2,0,1,0,2.0
0.065615923,26,0,1.622598002,1300.0,4,0,1,0,0.0
0.275567269,51,0,0.41650548,10856.0,13,0,2,0,2.0
0.169466724,54,0,0.309776207,11036.0,8,0,2,0,3.0
0.408782578,42,1,0.462892483,2101.0,4,0,1,0,3.0
0.0,29,0,0.10401136,8450.0,10,0,1,0,0.0
0.867911083,89,0,0.715898097,3100.0,5,0,1,0,0.0
0.9999999,35,0,0.203141584,4710.0,5,0,0,0,3.0
0.006473484,45,0,0.130473255,304000.0,18,0,1,0,0.0
1.001999913,56,1,0.311279394,5017.0,6,0,0,0,1.0
0.039179399,71,0,0.297201175,6466.0,15,0,4,0,1.0
0.090522114,67,0,0.225216646,10500.0,19,0,2,0,0.0
0.020748963,52,0,0.128423615,11500.0,5,0,1,0,0.0
0.9999999,32,0,0.0,1000.0,0,0,0,0,2.0
0.218142549,31,0,0.133594832,4333.0,5,0,0,0,0.0
0.072865714,64,0,0.009472687,9500.0,2,0,0,0,3.0
0.296641947,33,0,0.468048359,11000.0,3,0,2,0,0.0
0.08442963,55,1,0.632135798,8600.0,12,0,4,0,1.0
0.216955699,38,0,1.000527426,7583.0,12,0,2,0,2.0
0.54593934,38,0,0.182436428,3381.0,8,0,0,0,1.0
0.459804145,28,0,0.355263158,4331.0,10,0,1,0,0.0
0.049502275,44,0,0.251319789,6250.0,5,0,1,0,0.0
0.338876338,40,0,0.38189552,7522.0,7,0,1,0,3.0
0.0,37,0,1.368652539,2500.0,12,0,2,0,0.0
0.474722784,81,0,0.494967025,2880.0,6,0,1,0,0.0
0.005610244,53,0,46.0,0.0,8,0,0,0,2.0
0.570229656,74,0,2.330223259,3000.0,11,0,0,0,0.0
0.188844858,61,3,0.624159707,4908.0,11,0,3,0,0.0
0.217561023,65,0,2.129405883,12000.0,9,0,1,0,1.0
0.010961603,40,0,0.273413589,4900.0,16,0,2,0,2.0
0.347069343,62,0,0.193679092,3701.0,10,0,0,0,0.0
0.056060042,56,0,0.166903662,5625.0,4,0,1,0,0.0
0.388697167,36,0,0.564991334,7500.0,12,0,2,0,2.0
0.024114457,70,0,0.251549833,4193.0,5,0,1,1,0.0
0.030942812,47,0,0.573749308,5416.0,8,0,3,1,2.0
0.9999999,44,0,0.062013648,8352.0,1,0,0,0,3.0
0.167093377,43,0,1.852895149,1916.0,12,0,1,0,0.0
0.449907509,45,1,0.892540428,3833.0,12,0,1,0,2.0
0.0,66,1,0.00647177,4480.0,3,0,0,0,0.0
0.05066884,50,0,0.220619505,17400.0,10,0,2,0,1.0
0.022553673,53,0,0.011149558,2600.0,7,0,1,0,2.0
0.260108062,54,0,0.489127718,4000.0,9,0,1,0,0.0
0.020188203,64,0,0.013121547,2895.0,15,0,0,0,0.0
0.339306887,50,0,0.409537602,9666.0,10,0,1,0,1.0
0.862246758,53,0,0.520720721,3329.0,9,0,1,0,1.0
0.176674972,58,1,0.210522268,13000.0,6,0,1,0,2.0
0.41410501,55,0,0.078407297,5700.0,6,0,0,0,0.0
0.139867246,42,0,0.570088762,5970.0,9,0,1,0,3.0
0.210864166,49,0,0.38658076,4500.0,5,0,1,0,0.0
0.264371946,25,3,0.245942131,2833.0,12,0,0,0,0.0
0.02521223,85,0,0.008093805,9636.0,9,0,0,0,0.0
0.028776978,55,0,3.5,1.0,3,0,0,0,1.0
0.404596968,46,0,0.590654481,6783.0,7,0,2,0,1.0
0.291271043,34,0,0.309314587,1706.0,7,0,0,0,0.0
0.552744914,33,0,0.11138782,4416.0,7,0,0,0,0.0
0.08079427,62,0,0.324431693,9061.0,12,0,1,0,0.0
0.493670886,26,0,0.551632245,1500.0,8,0,1,0,0.0
0.338899387,43,1,0.482211114,3400.0,7,0,1,0,2.0
0.14371018,42,0,0.201389376,14250.0,8,0,1,0,2.0
0.0,59,0,0.0,1250.0,1,0,0,0,1.0
0.501016607,55,2,0.386873921,11000.0,10,0,2,0,1.0
